SimX,Country,Region,TrainingOrganization,SiteLocation,ACMaker,ACFamily,ACTypes,ACSector,EngMakers,EngTypes,Cat,SimMaker,Date,IGMaker,IGModel,Windows,FOV,DisMaker,MotionType,MotionMaker,Level,RegLocation,Remarks,Web,Email,Tel,SWeb,SEmail,STel
GCA01001,China,Asia,Guangzhou Civil Aviation College,Guangzhou,Boeing,B737C,B737-300,Narrow-body Transport,GE,CFM56,2J,CAE,1985,CAE,MaxVue+,3chCC,150x40,CAE,6H,CAE,FFS C,FAA,USA,,www.caac.net/english/english1.htm, <office@caac.net>,+86 20 86120574,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
GCA01002,China,Asia,Guangzhou Civil Aviation College,Guangzhou,Boeing,B737C,B737-300,Narrow-body Transport,GE,CFM56,2J,CAE,1985,CAE,MaxVue+,3chCC,150x40,CAE,6H,CAE,FFS C,FAA,USA,,www.caac.net/english/english1.htm, <office@caac.net>,+86 20 86120574,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
GCA01004,China,Asia,Guangzhou Civil Aviation College,Guangzhou,Piper,Cheyenne,PA-42 Cheyenne III,Regional Prop,PWC,PT6A,2P,CAE,1994,CAE,MaxVue+,3chCC,150x40,CAE,6H,CAE,FFS C,FAA,USA,,www.caac.net/english/english1.htm, <office@caac.net>,+86 20 86120574,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
GCA01005,China,Asia,Guangzhou Civil Aviation College,Guangzhou,Piper,Cheyenne,PA-42 Cheyenne III,Regional Prop,PWC,PT6A,2P,CAE,1994,CAE,MaxVue+,3chCC,150x40,CAE,6H,CAE,FFS C,FAA,USA,,www.caac.net/english/english1.htm, <office@caac.net>,+86 20 86120574,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
GCA01006,China,Asia,Guangzhou Civil Aviation College,Guangzhou,Piper,Cheyenne,PA-42 Cheyenne III,Regional Prop,PWC,PT6A,2P,CAE,1994,CAE,MaxVue+,3chCC,150x40,CAE,6H,CAE,FFS C,FAA,USA,,www.caac.net/english/english1.htm, <office@caac.net>,+86 20 86120574,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
HNA01006,China,Asia,Hainan Sky Plumage Training Centre,Sanya,Boeing,B787,B787-9,Wide-body Transport,RR,Trent1000,2J,CAE,2016,CAE,Tropos 6000XR,3chCC,210x40,CAE,6E,CAE,FFS D,CAAC,China,,www.global.hnair.com, <webetservice@hnair.com>,+86 898 6670 9315,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
KUN01003,China,Asia,Kunming Aviation Safety Training,Kunming,Airbus,A320,A320,Narrow-body Transport,IAE/GE,V2527-A5/CFM56-5B4,2J,CAE,2012,CAE,Tropos 6000,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.haite-sg.com, <enquiry@haite-sg.com>,+86 288 515 4320,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
KUN01004,China,Asia,Kunming Aviation Safety Training,Kunming,Boeing,B737NG,B737-800,Narrow-body Transport,GE,CFM56-7B,2J,CAE,2013,CAE,Tropos 6000,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.haite-sg.com, <enquiry@haite-sg.com>,+86 288 515 4320,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SHN01001,China,Asia,Shandong Airlines,Shandong,Boeing,B737NG,B737NG,Narrow-body Transport,GE,CFM56-7B22,2J,CAE,2001,CAE,Tropos 6000,3chCC,180x40,CAE,6H,CAE,FFS D,CAAC,China,,www.cae.com/civil-aviation,Christina Murasan <cristina.murasan@cae.com>,+1 972 4568000,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF02001,China,Asia,Shanghai Eastern Flight Training,Kunming,Boeing,B737NG,B737-700,Narrow-body Transport,GE,CFM56-7B24,2J,CAE,2015,CAE,Tropos 6000XR,5chCC,225x40,CAE,6E,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01002,China,Asia,Shanghai Eastern Flight Training,Shanghai,Airbus,A320,A320,Narrow-body Transport,IAE/GE,V2527-A5/CFM56-5B4,2J,CAE,2003,CAE,Tropos R200,3chCC,180x40,CAE,6H,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01003,China,Asia,Shanghai Eastern Flight Training,Shanghai,Airbus,A320,A320,Narrow-body Transport,GE/IAE,CFM56-5B4/V2527-A5,2J,CAE,2003,CAE,Tropos R200,3chCC,180x40,CAE,6H,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01004,China,Asia,Shanghai Eastern Flight Training,Shanghai,Airbus,A320,A320,Narrow-body Transport,GE/IAE,CFM56-5B4/V2527-A5,2J,CAE,2006,CAE,Tropos R300,5chCC,200x40,CAE,6H,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01005,China,Asia,Shanghai Eastern Flight Training,Shanghai,Airbus,A320,A320,Narrow-body Transport,IAE/GE,V2527-A5/CFM56-5B4,2J,CAE,2007,CAE,Tropos R6400,5chCC,200x40,CAE,6H,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01006,China,Asia,Shanghai Eastern Flight Training,Shanghai,Airbus,A320,A320 Family,Narrow-body Transport,GE/IAE,CFM56-5B4/V2527-A5,2J,CAE,2010,CAE,Tropos 6000,5chCC,225 x40,CAE,6E,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01012,China,Asia,Shanghai Eastern Flight Training,Shanghai,Airbus,A320,A320neo,Narrow-body Transport,GE,Leap-1A,2J,CAE,2017,CAE,Tropos 6000XR,5chCC,225x40,CAE,6E,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01007,China,Asia,Shanghai Eastern Flight Training,Shanghai,Airbus,A330/340,A330/A340,Wide-body Transport,GE/PW/RR,CF6-80E1/PW4168A/Trent773B/CFM56-5C,2J/4J,CAE,2010,CAE,Tropos 6000,5chCC,225 x40,CAE,6E,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01008,China,Asia,Shanghai Eastern Flight Training,Shanghai,Airbus,A330/340,A330-200/A340-600,Wide-body Transport,PW/RR,PW4168A/Trent773B/Trent556,2J/4J,CAE,2006,CAE,Tropos R300,5chCC,200x40,CAE,6H,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01010,China,Asia,Shanghai Eastern Flight Training,Shanghai,Airbus,A330/340,A330-200,Wide-body Transport,GE,CF6-80E1A3,2J,CAE,2015,CAE,Tropos 6000XR,5chCC,225x40,CAE,6E,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01022,China,Asia,Shanghai Eastern Flight Training,Shanghai,Airbus,A350,A350-XWB,Wide-body Transport,RR,TrentXWB,2J,CAE,2018,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01017,China,Asia,Shanghai Eastern Flight Training,Shanghai,Boeing,B737Max,B737 MAX8,Narrow-body Transport,GE,Leap-1B,2J,CAE,2017,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01018,China,Asia,Shanghai Eastern Flight Training,Shanghai,Boeing,B737Max,B737 MAX8,Narrow-body Transport,GE,Leap-1B,2J,CAE,2017,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01019,China,Asia,Shanghai Eastern Flight Training,Shanghai,Boeing,B737Max,B737 MAX8,Narrow-body Transport,GE,Leap-1B,2J,CAE,2018,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01009,China,Asia,Shanghai Eastern Flight Training,Shanghai,Boeing,B737NG,B737NG,Narrow-body Transport,GE,CFM56-7B24/CFM56-7B26/CFM56-7B27,2J,CAE,2004,CAE,Tropos R200,3chCC,180x40,CAE,6H,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01016,China,Asia,Shanghai Eastern Flight Training,Shanghai,Boeing,B777,B777-300ER,Wide-body Transport,GE,GE90-115BL1,2J,CAE,2016,CAE,Tropos 6000XR,3chC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SEF01023,China,Asia,Shanghai Eastern Flight Training,Shanghai,Boeing,B787,B787-9,Wide-body Transport,GE,GEnx,2J,CAE,2018,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.ceaftc.com/english/aboutus.htm, <ftc@ceaftc.com>,+86 21 50480099,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
XIA01002,China,Asia,Xiamen Airlines,Xiamen,Boeing,B737Max,B737 MAX8,Narrow-body Transport,GE,Leap-1B,2J,CAE,2017,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.xiamenair.com, ,,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
XIA01001,China,Asia,Xiamen Airlines,Xiamen,Boeing,B737NG,B737-800,Narrow-body Transport,GE,CFM56-7B27,2J,CAE,2017,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.xiamenair.com, ,,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
XIA01003,China,Asia,Xiamen Airlines,Xiamen,Boeing,B787,B787-9,Wide-body Transport,GE,GEnx,2J,CAE,2017,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.xiamenair.com, ,,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13001,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Airbus,A320,A320-200,Narrow-body Transport,IAE,V2527-A5,2J,CAE,2004,CAE,Tropos,3chCC,180x40,CAE,6H,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13002,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Airbus,A320,A320-200,Narrow-body Transport,IAE/GE,V2527-A5/CFM56-5B4,2J,CAE,2007,CAE,Tropos,3chCC,200x40,CAE,6H,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13003,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Airbus,A320,A320-200,Narrow-body Transport,GE/IAE,CFM56-5B4/V2527-A5,2J,CAE,2009,CAE,Tropos 6000,3chCC,180x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13004,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Airbus,A320,A320-200,Narrow-body Transport,IAE/GE,V2527-A5/CFM56-5B4,2J,CAE,2012,CAE,Tropos 6000,3chCC,180x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13005,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Airbus,A320,A320-200,Narrow-body Transport,GE/IAE,CFM56-5B4/V2527-A5,2J,CAE,2013,CAE,Tropos 6000,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13006,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Airbus,A320,A320-200,Narrow-body Transport,IAE/GE,V2527-A5/CFM56-5B4,2J,CAE,2014,CAE,Tropos 6000,3chCC,210x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13009,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Airbus,A320,A320-200,Narrow-body Transport,IAE/GE,V2500-A1/CFM56-5B4,2J,CAE,1999,CAE,MaxVue+,3chCC,180x40,CAE,6H,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13010,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Airbus,A320,A320-200,Narrow-body Transport,IAE,V2527-A5,2J,CAE,2009,CAE,Tropos 6000,3chCC,180x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13011,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Airbus,A320,A320-200,Narrow-body Transport,GE/IAE,CFM56-5B4/V2527-A5 ,2J,CAE,2005,CAE,Tropos,3chCC,180x40,CAE,6H,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13007,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Airbus,A330/340,A330,Wide-body Transport,PW/RR,PW4168A/Trent772B,2J,CAE,2007,CAE,Tropos,3chCC,200x40,CAE,6H,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13013,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Airbus,A330/340,A330,Wide-body Transport,RR/PW,Trent772B/PW4170,2J,CAE,2013,CAE,Tropos 6200,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13015,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Boeing,B737C,B737C,Narrow-body Transport,GE,CFM56-3B2,2J,CAE,1994,CAE,MaxVue,3chCC,150x40,CAE,6H,CAE,FFS C,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13016,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Boeing,B737NG,B737-800,Narrow-body Transport,GE,CFM56-7B24/CFM56-7B26/CFM56-7B27,2J,CAE,2006,CAE,Tropos,3chCC,200x40,CAE,6H,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13017,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Boeing,B737NG,B737-800,Narrow-body Transport,GE,CFM56-7B24/CFM56-7B26/CFM56-7B27,2J,CAE,2007,CAE,Tropos,3chCC,200x40,CAE,6H,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13018,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Boeing,B737NG,B737-800W,Narrow-body Transport,GE,CFM56-7B24/CFM56-7B26/CFM56-7B27,2J,CAE,2012,CAE,Tropos 6000,3chCC,180x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13019,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Boeing,B737NG,B737-800W,Narrow-body Transport,GE,CFM56-7B26/CFM56-7B27/CFM56-7B24,2J,CAE,2012,CAE,Tropos 6000,3chCC,210x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13020,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Boeing,B737NG,B737-800W,Narrow-body Transport,GE,CFM56-7B26/CFM56-7B27/CFM56-7B24,2J,CAE,2013,CAE,Tropos 6200,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13021,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Boeing,B737NG,B737-800,Narrow-body Transport,GE,CFM56-7B26,2J,CAE,2002,CAE,Tropos R300,3chCC,180x40,CAE,6H,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13022,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Boeing,B757/767,B757-200,Wide-body Transport,RR,RB211-535E4,2J,CAE,1992,CAE,MaxVue+,3chCC,150x40,CAE,6H,CAE,FFS C,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13023,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Boeing,B777,B777-200,Wide-body Transport,PW/GE,PW4070/GE90-76B/GE90-90B,2J,CAE,1995,CAE,MaxVue+,3chCC,150x40,CAE,6H,CAE,FFS C,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13024,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Boeing,B777,B777-300,Wide-body Transport,GE,GE90-115BL,2J,CAE,2013,CAE,Tropos 6200,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13012,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Boeing,B787,B787-8,Wide-body Transport,GE,GEnx-1B70/GEnx-1B64,2J,CAE,2014,CAE,Tropos 6200,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13025,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Embraer,E170/190,E-170/E-190,Regional Jet,GE,CF34-8E5A1/CF34-10E6,2J,CAE,2007,CAE,Tropos 2 Enh,3chCC,180x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13026,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Embraer,E170/190,E-190,Regional Jet,GE,CF34-10E6/CF34-10E5A1,2J,CAE,2013,CAE,Tropos 6200,3chCC,210x40,CAE,6E,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13027,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Sikorsky,S76,S-76C++,VTOL,Turbomeca,Arriel 2S2,R2,CAE,2012,CAE,Tropos 6200,8chCC,210x80,CAE,6EV,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
CAE13008,China,Asia,Zhuhai Xiang Yi Aviation Technology,Zhuhai,Sikorsky,S92,S-92A,VTOL,GE,CT7-8A,R2,CAE,2015,CAE,Tropos 6200,8chCC,210x80,CAE,6EV,CAE,FFS D,CAAC,China,,www.zhftc.com, <market@zhftc.com>,+86 75 63213558,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
