SimX,Country,Region,TrainingOrganization,SiteLocation,ACMaker,ACFamily,ACTypes,ACSector,EngMakers,EngTypes,Cat,SimMaker,Date,IGMaker,IGModel,Windows,FOV,DisMaker,MotionType,MotionMaker,Level,RegLocation,Remarks,Web,Email,Tel,SWeb,SEmail,STel
ACA01011,Canada,North America,Air Canada Flight Training,"Toronto, ON",Embraer,E170/190,E-175/E-190,Regional Jet,GE,CF34-8E5A1/CF34-10E5A1,2J,CAE,2006,CAE,MaxVue Plus,3chCC,180x40,CAE,6H,CAE,FFS D,"TC
FAA",USA/Canada,,www.aircanadaflighttraining.com,Joseph Saliba <joseph.saliba@aircanada.ca>,+1 905 6762910,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
ACA02001,Canada,North America,Air Canada Flight Training,"Vancouver, BC",Airbus,A320,A320-200,Narrow-body Transport,GE,CFM56-5A1,2J,CAE,1990,CAE,MaxVue+,3chCC,150x40,CAE,6H,CAE,FFS D,TC,Canada,,www.aircanadaflighttraining.com,Joseph Saliba <joseph.saliba@aircanada.ca>,+1 905 6762910,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
ACA02007,Canada,North America,Air Canada Flight Training,"Vancouver, BC",Boeing,B757/767,B767-300ER,Wide-body Transport,GE,CF6-80C2-B6F,2J,CAE,1991,CAE,MaxVue+,3chCC,150x40,CAE,6H,CAE,FFS C,"TC
FAA",Canada/USA,,www.aircanadaflighttraining.com,Joseph Saliba <joseph.saliba@aircanada.ca>,+1 905 6762910,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
BAT01004,Canada,North America,Bombardier Aerospace Training Center,"Montreal, PQ",Bombardier,Challenger300,Challenger 350,Business,Honeywell,HTF7350,2J,CAE,2015,CAE,Tropos 6220,4chCC,200x40,CAE,6E,CAE,FFS D,"EASA
CAAC
FAA
TC
ANAC",Europe/China/USA,,www.bombardier.com,Dan Linn <dan.linn@aero.bombardier.com>,+1 469 7916429,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
BAT01019,Canada,North America,Bombardier Aerospace Training Center,"Montreal, PQ",Bombardier,Challenger300,Challenger 300,Business,Honeywell,AS907-1-1A,2J,CAE,2012,CAE,Tropos 6220,3chCC,180x40,CAE,6E,CAE,FFS D,"EASA
CAAC
FAA
TC
ANAC",Europe/USA/China,,www.bombardier.com,Dan Linn <dan.linn@aero.bombardier.com>,+1 469 7916429,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
BAT01389,Canada,North America,Bombardier Aerospace Training Center,"Montreal, PQ",Bombardier,Challenger600,Challenger 605/Challenger 650,Business,GE,CF34-3B,2J,CAE,2006,CAE,MaxVue,3chCC,180x40,CAE,6H,CAE,FFS D,"EASA
CAAC
FAA
TC
HKCAD",USA/Europe/China,,www.bombardier.com,Dan Linn <dan.linn@aero.bombardier.com>,+1 469 7916429,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
BAT01005,Canada,North America,Bombardier Aerospace Training Center,"Montreal, PQ",Bombardier,CSeries,CS100,Narrow-body Transport,PW,PW1521G,2J,CAE,2017,CAE,Tropos 6222XR,3chCC,200x40,CAE,6E,CAE,FFS D,"EASA
TC
FAA
KOCA",USA/Canada/Europe,,www.bombardier.com,Dan Linn <dan.linn@aero.bombardier.com>,+1 469 7916429,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
BAT01351,Canada,North America,Bombardier Aerospace Training Center,"Montreal, PQ",Bombardier,Global,Global Express XRS,Business,RR,BR710A2-20,2J,CAE,2002,CAE,MaxVue+,5chCC,210x40,CAE,6H,CAE,FFS D,"EASA
CAAC
FAA
TC
HKCAD",Europe/USA/China,,www.bombardier.com,Dan Linn <dan.linn@aero.bombardier.com>,+1 469 7916429,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
BAT01520,Canada,North America,Bombardier Aerospace Training Center,"Montreal, PQ",Bombardier,Global,Global 6000GVFD,Business,RR,BR710A2-20,2J,CAE,2011,CAE,Tropos 6000,4chCC,210x40,CAE,6E,CAE,FFS D,"EASA
CAAC
FAA
TC
ANAC",Europe/USA/China,,www.bombardier.com,Dan Linn <dan.linn@aero.bombardier.com>,+1 469 7916429,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
TCA01002,Canada,North America,Transport Canada,"Ottawa, ON",Cessna,CitationII/V,Citation II,Business,PWC,JT15D,2J,CAE,1993,CAE,Tropos,3ch/3w,180x40,CAE,6H,CAE,FFS D,TC,Canada,,www.tc.gc.ca,Andre Souliere <andre.souliere@tc.gc.ca>,+1 613 998 3527,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
WJA01001,Canada,North America,WestJet,"Calgary, AB",Boeing,B737NG,B737-700,Narrow-body Transport,GE,CFM56,2J,CAE,2001,CAE,Tropos 6000XR,3chCC,180x40,CAE,6H,CAE,FFS D,TC,Canada,,www.westjet.com,Mark Tkach <mark.tkach@westjet.com>,+1 403 444 6244,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
WJA01002,Canada,North America,WestJet,"Calgary, AB",Boeing,B737NG,B737-700,Narrow-body Transport,GE,CFM56,2J,CAE,2003,CAE,Tropos 6000XR,3chCC,180x40,CAE,6H,CAE,FFS D,TC,Canada,,www.westjet.com,Mark Tkach <mark.tkach@westjet.com>,+1 403 444 6244,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
WJA01003,Canada,North America,WestJet,"Calgary, AB",Boeing,B737NG,B737-700,Narrow-body Transport,GE,CFM56,2J,CAE,2006,CAE,Tropos 6000XR,3chCC,200x40,CAE,6H,CAE,FFS D,TC,Canada,,www.westjet.com,Mark Tkach <mark.tkach@westjet.com>,+1 403 444 6244,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
WJA01004,Canada,North America,WestJet,"Calgary, AB",Bombardier,Q400,Dash 8 Q400,Regional Prop,PW,PW150A,2P,CAE,2015,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,TC,Canada,,www.westjet.com,Mark Tkach <mark.tkach@westjet.com>,+1 403 444 6244,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
