SimX,Country,Region,TrainingOrganization,SiteLocation,ACMaker,ACFamily,ACTypes,ACSector,EngMakers,EngTypes,Cat,SimMaker,Date,IGMaker,IGModel,Windows,FOV,DisMaker,MotionType,MotionMaker,Level,RegLocation,Remarks,Web,Email,Tel,SWeb,SEmail,STel
LIO01013,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,Airbus,A320,A320-200,Narrow-body Transport,GE,CFM56-5B4,2J,CAE,2015,CAE,Tropos 6000,3chCC,200x40,CAE,6E,CAE,FFS D,DGCAI,Indonesia,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01014,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,Airbus,A320,A320-200,Narrow-body Transport,GE,CFM56-5B4,2J,CAE,2015,CAE,Tropos 6000,3chCC,200x40,CAE,6E,CAE,FFS D,DGCAI,Indonesia,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01022,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,Airbus,A320,A320neo,Narrow-body Transport,GE,Leap-1A,2J,CAE,2017,CAE,Tropos 6000XR,5chCC,225x40,CAE,6E,CAE,FFS D,DGCAI,Indonesia,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01004,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,ATR,ATR42/72,ATR72-500,Regional Prop,PWC,PW127,2P,CAE,2013,CAE,Tropos 6000,3chCC,200x40,CAE,6E,CAE,FFS D,"DGCAI
FAA",Indonesia/USA,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01021,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,ATR,ATR42/72,ATR72-600,Regional Prop,PWC,PW127M,2P,CAE,2015,CAE,Tropos 6000,3chCC,200x40,CAE,6E,CAE,FFS D,"DGCAI
FAA",USA/Indonesia,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01026,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,ATR,ATR42/72,ATR72-600,Regional Prop,PWC,PW127M,2P,CAE,2017,CAE,Tropos 6000,3chCC,200x40,CAE,6E,CAE,FFS D,DGCAI,Indonesia,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01023,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,Boeing,B737Max,B737 MAX8,Narrow-body Transport,GE,Leap-1B,2J,CAE,2017,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,DGCAI,Indonesia,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01024,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,Boeing,B737Max,B737 MAX8,Narrow-body Transport,GE,Leap-1B,2J,CAE,2018,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,DGCAI,Indonesia,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01025,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,Boeing,B737Max,B737 MAX8,Narrow-body Transport,GE,Leap-1B,2J,CAE,2018,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,DGCAI,Indonesia,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01003,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,Boeing,B737NG,B737-900ER,Narrow-body Transport,GE,CFM56-7B24,2J,CAE,2008,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,"DGCAI
FAA",Indonesia/USA,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01005,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,Boeing,B737NG,B737-900ER,Narrow-body Transport,GE,CFM56-7B24,2J,CAE,2011,CAE,Tropos 6000,3chCC,200x40,CAE,6E,CAE,FFS D,"DGCAI
FAA",USA/Indonesia,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01006,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,Boeing,B737NG,B737-900ER,Narrow-body Transport,GE,CFM56-7B24,2J,CAE,2011,CAE,Tropos 6000,3chCC,200x40,CAE,6E,CAE,FFS D,"DGCAI
FAA",Indonesia/USA,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01018,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,Boeing,B737NG,B737-900ER,Narrow-body Transport,GE,CFM56-7B24,2J,CAE,2015,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,"DGCAI
FAA",USA/Indonesia,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01019,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,Boeing,B737NG,B737-900ER,Narrow-body Transport,GE,CFM56-7B24,2J,CAE,2016,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,"DGCAI
FAA",Indonesia/USA,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
LIO01020,Indonesia,Asia,Lion Air Training Centre,Jakarta-Soekarno,Boeing,B737NG,B737-900ER,Narrow-body Transport,GE,CFM56-7B24,2J,CAE,2016,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,"DGCAI
FAA",Indonesia/USA,,www.lionair.co.id, <marketing@lionair.co.id>,+63 2 852 2963,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
SRA01002,Indonesia,Asia,Sriwijaya Air,Jakarta,Boeing,B737NG,B737-800,Narrow-body Transport,GE,CFM56-7B27,2J,CAE,2017,CAE,Tropos 6000XR,3chCC,200x40,CAE,6E,CAE,FFS D,DGCAI,Indonesia,,www.sriwijayaair.co.id, <agus.soedjono@sriwijayaair.co.id>,+62 21 639 6006,Cristina Murasan <cristina.murasan@cae.com>,+1 972 456 8000
