SimX,Country,Region,TrainingOrganization,SiteLocation,ACMaker,ACFamily,ACTypes,ACSector,EngMakers,EngTypes,Cat,SimMaker,Date,IGMaker,IGModel,Windows,FOV,DisMaker,MotionType,MotionMaker,Level,RegLocation,Remarks,Web,Email,Tel,SWeb,SEmail,STel
CAE18031,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Beechcraft,Hawker800,Hawker 800XP,Business,Honeywell,TFE731-5BR-1H,2J,CAE,2002,CAE,Maxvue+,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18001,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Beechcraft,KA200,King Air 200/King Air 300,Regional Prop,PWC,PT6A-42,2P,CAE,1985,CAE,Tropos 6000,3chCC,180x40,CAE,6H,Singer-Link,FFS C,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18002,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Beechcraft,KA300,King Air 350,Regional Prop,PWC,PT6A-60A,2P,CAE,2012,CAE,Tropos 6000,3chCC,180x40,CAE,6E,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18010,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Beechcraft,KA300,King Air 350,Regional Prop,PWC,PT6A-60A,2P,CAE,2012,CAE,Tropos 6000,3chCC,180x40,CAE,6E,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18005,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Bombardier,Challenger600,Challenger 600/Challenger 601,Business,GE,CF34-3A/CF34-3A2,2J,CAE,1995,CAE,Tropos 6000,3chCC,150x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18006,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Bombardier,Global,Global Express 6000/Global Express 5000,Business,RR,BR710A2-20,2J,CAE,2009,CAE,Tropos 6200,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18007,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Bombardier,Lear20,Learjet 23/Learjet 24/Learjet 25,Business,GE,CJ610-4/CJ610-6,2J,CAE,1986,CAE,Tropos 6000,3chCC,180x40,CAE,6H,Singer-Link,FFS C,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18008,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Bombardier,Lear31,Learjet 31,Business,Honeywell,TFE731-2,2J,CAE,2001,CAE,Maxvue+,3chCC,150x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18009,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Bombardier,Lear35/36,Learjet 35/Learjet 36,Business,Honeywell,TFE731-2-2B,2J,CAE,1984,CAE,Tropos 6000,3chCC,180x40,CAE,6H,Singer-Link,FFS C,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18011,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Bombardier,Lear60,Learjet 60,Business,PWC,PW305A,2J,CAE,2003,CAE,Maxvue+,3chCC,150x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18012,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Bombardier,Lear60,Learjet 60,Business,PWC,PW305A,2J,CAE,2000,CAE,Maxvue+,3chCC,150x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18014,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Cessna,CitationII/V,Citation II/SP/Citation II/Citation Bravo,Business,PW,JT15D-4B,2J,CAE,1985,CAE,Tropos 6000,3chCC,180x40,CAE,6H,Singer-Link,FFS C,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18016,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Cessna,CitationII/V,Citation Bravo/Citation V/Citation Ultra,Business,PWC/PW,PW530A/JT15D-5A/JT15D-5D,2J,CAE,2000,CAE,Maxvue,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18015,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Cessna,CitationIII,Citation VI/Citation VII/Citation III,Business,Honeywell,TFE731-3B-100S/TFE731-4R-2S/TFE731-3B,2J,CAE,2001,CAE,Tropos 6000,3chCC,180x40,CAE,6H,Singer-Link,FFS C,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18017,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Cessna,CitationX,Citation X,Business,RR,AE3007C,2J,CAE,2004,CAE,Tropos,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18013,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Cessna,CitationXL,Citation XLS/Citation Excel,Business,PWC,PW545B/PW545A,2J,CAE,2001,CAE,Maxvue,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18020,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Dassault,Falcon50,Falcon 50,Business,Honeywell,TFE731-3-1C,3J,CAE,1985,CAE,Tropos 6000,3chCC,180x40,CAE,6H,Singer-Link,FFS C,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18021,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Dassault,Falcon50,Falcon 50EX,Business,Honeywell,TFE731-3-1C,3J,CAE,2008,CAE,Tropos 6000,3chCC,180x40,CAE,6E,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18004,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Embraer,E170/190,E-190/E-175,Regional Jet,GE,CF34-10E5A1/CF34-8E5A1,2J,CAE,2005,CAE,Tropos,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18023,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Embraer,Phenom,Phenom 300/Phenom 100,Business,PWC,PW535E/PW617F-E,2J,CAE,2009,CAE,Tropos 6000,3chCC,200x40,CAE,6E,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18024,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Embraer,Phenom,Phenom 100/Phenom 300,Business,PWC,PW617F-E/PW535E,2J,CAE,2008,CAE,Tropos 6000,3chCC,180x40,CAE,6E,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18027,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Gulfstream,GulfstreamPV,G-V,Business,RR,BR710-48,2J,CAE,2001,CAE,Maxvue+,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18034,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Gulfstream,GulfstreamPV,G500/G550/G450/G350,Business,RR,BR710A1-10/Tay MK 611-8C,2J,CAE,2013,CAE,Tropos 6200,3chCC,200x40,CAE,6E,CAE,FFS D,CAAC,China,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18025,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Gulfstream,GulfstreamSPZ,G-III,Business,RR,Spey 511-8,2J,CAE,1984,CAE,Tropos 6000,3ch/4w,150x40,CAE,6H,Singer-Link,FFS C,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE18026,USA,North America,CAE Dallas West Training Centre,"Dallas-Fort Worth, TX",Gulfstream,GulfstreamSPZ,G-IV,Business,RR,Tay MK 611-8,2J,CAE,1995,CAE,Tropos 6000,3chCC,150x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE23005,USA,North America,CAE Miami at Airbus Training Centre,"Miami, FL",Boeing,B737NG,B737NG,Narrow-body Transport,GE,CFM56-7B27,2J,CAE,2005,CAE,Tropos,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE48001,USA,North America,CAE Minneapolis St-Paul Training Centre,"Minneapolis, MN",Bombardier,CRJ,CRJ700/CRJ900,Regional Jet,GE,CF34-3B1 ,2J,CAE,2003,CAE,Maxvue+,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE48002,USA,North America,CAE Minneapolis St-Paul Training Centre,"Minneapolis, MN",Bombardier,CRJ,CRJ700/CRJ900,Regional Jet,GE,CF34-3B1 ,2J,CAE,2000,CAE,Maxvue+,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE24011,USA,North America,CAE New Jersey Morristown Training Centre,"Morristown, NJ",Beechcraft,Hawker800,Hawker 800XP,Business,Honeywell,TFE731-5BR-1H,2J,CAE,2008,CAE,Tropos 6000,3chCC,200x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE24001,USA,North America,CAE New Jersey Morristown Training Centre,"Morristown, NJ",Bombardier,Challenger300,CL-350/CL-300,Business,Honeywell,HTF7350/HTF7000,2J,CAE,2008,CAE,Tropos 6000,3chCC,180x40,CAE,6E,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE24013,USA,North America,CAE New Jersey Morristown Training Centre,"Morristown, NJ",Bombardier,Global,Global 5000/Global 6000,Business,RR,BR710A2-20,2J,CAE,2015,CAE,Tropos 6220,4chCC,210x40,CAE,6E,Moog,FFS D,"FAA
TC",USA/Canada,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE24002,USA,North America,CAE New Jersey Morristown Training Centre,"Morristown, NJ",Cessna,CitationJet,Citation CJ3,Business,Williams,FJ44-3A,2J,CAE,2008,CAE,Tropos 6000,3chCC,180x40,CAE,6E,CAE,FFS D,"FAA
EASA",Europe/USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE24004,USA,North America,CAE New Jersey Morristown Training Centre,"Morristown, NJ",Cessna,CitationS,Citation Sovereign,Business,PWC,PW306C,2J,CAE,2011,CAE,Tropos 6000,3chCC,180x40,CAE,6E,CAE,FFS D,"FAA
EASA",USA/Europe,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE24005,USA,North America,CAE New Jersey Morristown Training Centre,"Morristown, NJ",Dassault,Falcon7X,Falcon 7X,Business,PWC,PW307A,3J,CAE,2006,CAE,Tropos,3chCC,200x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE24006,USA,North America,CAE New Jersey Morristown Training Centre,"Morristown, NJ",Dassault,FalconEAsy,Falcon 900EX EASy/Falcon 2000EX EASy,Business,Honeywell/PWC,TFE731-60/PW308C,3J,CAE,2006,CAE,Tropos,3chCC,200x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE24008,USA,North America,CAE New Jersey Morristown Training Centre,"Morristown, NJ",Gulfstream,Gulfstream200,Astra Galaxy/G200,Business,PWC,PW306A,2J,CAE,2008,CAE,Tropos 6000,3chCC,180x40,CAE,6E,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE24009,USA,North America,CAE New Jersey Morristown Training Centre,"Morristown, NJ",Gulfstream,GulfstreamPV,G350/G450/G500/G550,Business,RR,Tay MK 611-8C/BR710A1-10,2J,CAE,2008,CAE,Tropos,3chCC,200x40,CAE,6E,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE24007,USA,North America,CAE New Jersey Morristown Training Centre,"Morristown, NJ",Gulfstream,GulfstreamSPZ,G-IV,Business,RR,Tay MK 611-8,2J,CAE,2000,CAE,Maxvue,3chCC,160x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE24012,USA,North America,CAE New Jersey Morristown Training Centre,"Morristown, NJ",Sikorsky,S76,S-76C+/S-76C++,VTOL,Turbomeca,Arriel 2S1/Arriel 2S2,R2,CAE,2001,CAE,Maxvue+,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE27001,USA,North America,CAE Phoenix at US Airways Training Centre,"Phoenix, AZ",Bombardier,CRJ,CRJ700/CRJ900,Regional Jet,GE,CF34-8C5B1/CF34-8C5,2J,CAE,2002,CAE,Maxvue+,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE27002,USA,North America,CAE Phoenix at US Airways Training Centre,"Phoenix, AZ",Bombardier,CRJ,CRJ200/CRJ100,Regional Jet,GE,CF34-3B1/CF34-3A1,2J,CAE,1992,CAE,Tropos,3chCC,150x40,CAE,6H,CAE,FFS D,"FAA
TC",USA/Canada,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE27004,USA,North America,CAE Phoenix at US Airways Training Centre,"Phoenix, AZ",Bombardier,CRJ,CRJ700/CRJ900,Regional Jet,GE,CF34-8C5B1/CF34-8C5,2J,CAE,2017,CAE,Tropos 6000XR,3chCC,180x40,CAE,6E,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE27005,USA,North America,CAE Phoenix at US Airways Training Centre,"Phoenix, AZ",Bombardier,CRJ,CRJ100/CRJ200,Regional Jet,GE,CF34-3A1/CF34-3B1,2J,CAE,2004,CAE,Maxvue+,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE27003,USA,North America,CAE Phoenix at US Airways Training Centre,"Phoenix, AZ",Embraer,Emb145,ERJ-135/ERJ-145,Regional Jet,RR,AE3007-A1,2J,CAE,2018,CAE,Tropos 6000XR,3chCC,180x40,CAE,6E,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
CAE28001,USA,North America,CAE San Francisco at Virgin America Training Centre,"San Francisco, CA",Airbus,A320,A320 Family,Narrow-body Transport,GE/IAE,CFM56-5B4/V2527-A5,2J,CAE,2002,CAE,Maxvue+,3chCC,180x40,CAE,6H,CAE,FFS D,FAA,USA,,www.cae.com/civil-aviation,Cristina Murasan <cristina.murasan@cae.com>,+1 972 4568000,,
